muni_id,municipality,tier,region,website,bylaw_id,bylaw_name,bylaw_link,date_enacted,expiry_date,progress_label,other_notes,exemption_status,exemption_wording,detail_id,farm_exemption,special_provision,guidelines_wording,exception_wording
301,Ottawa,Single Tier,Ottawa,http://ottawa.ca/en,2103,By-law 2024-448,https://ottawa.ca/en/living-ottawa/laws-licences-and-permits/laws/laws-z/site-alteration-law-no-2024-448,2024-10-30,,COMPLETE,,Yes,"A by-law of the City of Ottawa to protect its agricultural resources and natural heritage features from negative impacts caused by site alteration, and to prevent drainage issues and public nuisances resulting from site alteration activities.",301,Yes,No,"A by-law of the City of Ottawa to protect its agricultural resources and natural heritage features from negative impacts caused by site alteration, and to prevent drainage issues and public nuisances resulting from site alteration activities.","(2) Despite subsection (1) the following activities are permitted: (a) Site Alteration that is incidental to a Normal Farm Practice carried out by an Agricultural Operation, including, but not limited to, sod-farming, greenhouse operations, nurseries, field and forage crop or livestock production, but not including the removal of Topsoil or peat for sale, exchange or other disposition; (b) Site Alteration associated with the implementation of a development that has been approved by the City under either the Planning Act or the Building Code Act, subject to the other provisions of this by-law and any applicable conditions of approval; and, (c) Site Alteration associated with the maintenance of services, including septic systems or wells, the installation and maintenance of fences, or the Landscaping and maintenance of yards, subject to the other provisions of this by-law. Despite subsection (1) the following activities are permitted: e) In designated Agricultural Resource Area or Rural Countryside lands, the clearing or stripping of trees and other vegetation by an Agricultural Operation in order to return lands to agricultural production in accordance with Normal Farm Practice. The provisions of this by-law do not apply where, topsoil removal is an incidental part of a normal agricultural practice including such removal as an incidental part of sod-farming, greenhouse operations and nurseries for horticultural products, but not including the removal of Topsoil for sale, exchange or other disposition"
302,Owen Sound,Lower Tier,Grey,http://www.owensound.ca/,2110,,,,,COMPLETE,,,,302,,,,
303,Oxford,Upper Tier,Oxford,http://www.oxfordcounty.ca/,2117,,,,,NO BY-LAW IN PLACE,,,,303,,,,
304,Papineau-Cameron,Single Tier,Nipissing,http://www.papineaucameron.ca/,2124,,,,,COMPLETE,,,,304,,,,
305,Parry Sound,Single Tier,Parry Sound,http://www.townofparrysound.com/,2131,,,,,COMPLETE,,,,305,,,,
306,Peel,Upper Tier,Peel,http://www.peelregion.ca/,2138,,,,,NO BY-LAW IN PLACE,,,,306,,,,
307,Pelee,Single Tier,Essex,http://www.pelee.org/,2145,,,,,COMPLETE,,,,307,,,,
308,Pelham,Lower Tier,Niagara,http://www.pelham.ca/,2152,"BY-LAW #624
Removal of Topsoil from Lands Bylaw",https://www.pelham.ca/en/town-hall/resources/Documents/bylaws/Removal-of-Topsoil-from-Lands-Bylaw.pdf,1980-07-28,,COMPLETE,"By-law 624(1980) is still active, with the exception that it was amended in 1987 with the attached By-law 1113(1987) to appoint a topsoil inspector.",No,to control the removal of topsoil from lands in the Town of Pelham.,308,No,No,to control the removal of topsoil from lands in the Town of Pelham.,
309,Pembroke,Single Tier,Renfrew,http://www.pembrokeontario.com/,2159,,,,,COMPLETE,,,,309,,,,
310,Penetanguishene,Lower Tier,Simcoe,http://www.penetanguishene.ca/,2166,By-law 2012-69,https://penetanguishene.civicweb.net/filepro/documents/search/?keywords=site%20alteration&location=14938&preview=172728,2012-11-28,,COMPLETE,NFP acknowledged.,No,"to Prohibit or Regulate the Removal, Placing or Dumping of Fill or the Alteration of the Grade of Property.",310,No,No,"to Prohibit or Regulate the Removal, Placing or Dumping of Fill or the Alteration of the Grade of Property.",
311,Perry,Single Tier,Parry Sound,http://www.townshipofperry.ca/,2173,,,,,COMPLETE,,,,311,,,,
312,Perth East,Lower Tier,Perth,https://www.pertheast.ca/en/index.aspx,2180,BY-LAW NUMBER 76-2002,https://www.pertheast.ca/Modules/Bylaws/Bylaw/Download/30ebea07-ee97-447b-bb30-0b64b3604c0b,2002-12-16,,COMPLETE - FARM FRIENDLY,,No,TO PROHIBIT AND/OR REGULATE THE REMOVAL OF TOPSOIL FROM LAND,312,No,No,TO PROHIBIT AND/OR REGULATE THE REMOVAL OF TOPSOIL FROM LAND,
313,Perth South,Lower Tier,Perth,https://www.perthsouth.ca/en/index.aspx,2187,,,,,COMPLETE,,,,313,,,,
314,"Perth, Co",Upper Tier,Perth,http://www.perthcounty.ca/,2194,,,,,COMPLETE,,,,314,,,,
315,"Perth, T",Lower Tier,Lanark,http://www.perth.ca/en/index.aspx,2201,,,,,COMPLETE,,,,315,,,,
316,Petawawa,Lower Tier,Renfrew,http://www.petawawa.ca/,2208,,,,,COMPLETE,,,,316,,,,
317,"Peterborough, C",Single Tier,Peterborough,http://www.peterborough.ca/,2215,By-law No. 25-108,https://www.peterborough.ca,,,COMPLETE,"Normal ag practices exempt: tilling, seeding, harvesting, topsoil removal.",Yes,,317,Yes,,,
318,"Peterborough, Co",Upper Tier,Peterborough,http://www.ptbocounty.ca/en/index.aspx,2222,,,,,NO BY-LAW IN PLACE,,,,318,,,,
319,Petrolia,Lower Tier,Lambton,http://town.petrolia.on.ca/,2229,,,,,NO BY-LAW IN PLACE,,,,319,,,,
320,Pickering,Lower Tier,Durham,https://www.pickering.ca/en/index.aspx,2236,By-Law Number 6060-02,https://www.pickering.ca/en/city-hall/resources/ENG/Design-Guidelines/Fill--Topsoil-Disturbance-By-law.pdf,2003-01-20,,COMPLETE,"NAP acknowledged.. Normal ag topsoil removal exempt (sod, greenhouse, nurseries).",Yes,"to prohibit or regulate the placing or dumping of fill, the removal of topsoil and the alteration of the grade of land.",320,Yes,No,"to prohibit or regulate the placing or dumping of fill, the removal of topsoil and the alteration of the grade of land.",
321,Pickle Lake,Single Tier,Kenora,http://www.picklelake.ca/,2243,,,,,COMPLETE,,,,321,,,,
322,Plummer Additional,Single Tier,Algoma,http://copperbaywebdesign.com/plummer_index.html,2250,,,,,COMPLETE,,,,322,,,,
323,Plympton-Wyoming,Lower Tier,Lambton,http://plympton-wyoming.com/,2257,,,,,COMPLETE,,,,323,,,,
324,Point Edward,Lower Tier,Lambton,http://www.villageofpointedward.com/,2264,,,,,NO BY-LAW IN PLACE,,,,324,,,,
325,Port Colborne,Lower Tier,Niagara,http://www.portcolborne.ca/,2271,BY-LAW NO. 5528-125-10,https://www.portcolborne.ca/en/business-and-development/resources/Documents/Planning/By-law%205528%20125%2010.pdf,2010-09-13,,COMPLETE,NFP and NAP acknowledged.,No,"to prohibit or regulate the removal of topsoil, the placing or dumping of fill and the alteration of the grade of land.",325,No,No,"to prohibit or regulate the removal of topsoil, the placing or dumping of fill and the alteration of the grade of land.",
326,Port Hope,Lower Tier,Northumberland,http://www.porthope.ca/,2278,,,,,COMPLETE,,,,326,,,,
327,Powassan,Single Tier,Parry Sound,http://www.powassan.net/,2285,,,,,COMPLETE - FARM FRIENDLY,,,,327,,,,
329,Prescott,Single Tier,Leeds and Grenville,http://www.prescott.ca/,2299,,,,,COMPLETE,,,,329,,,,
328,Prescott and Russell,Upper Tier,Prescott and Russell,http://www.prescott-russell.on.ca/,2292,,,,,NO BY-LAW IN PLACE,Not under Prescott and Russell jurisdiction; local municipalities’ responsibility,,,328,,,,
331,Prince,Single Tier,Algoma,http://www.princetwp.ca/,2313,,,,,COMPLETE,,,,331,,,,
330,Prince Edward County,Single Tier,Prince Edward,http://www.pecounty.on.ca/,2306,,,,,COMPLETE,,,,330,,,,
332,Puslinch,Lower Tier,Wellington,http://twp.puslinch.on.ca/,2320,BY-LAW NUMBER 2023-057,https://puslinch.ca/wp-content/uploads/2025/01/BL2023-057-Site-Alteration.pdf,2012-04-04,,COMPLETE,"5.1 Normal Farm Practice Waiver (a) A Normal Farm Practice Waiver may be applied for where: (i) The Site Alteration is deemed to be a Normal Farm Practice in accordance with the Ministry of Agriculture, Food and Rural Affairs and to the satisfaction of the Designated Official; (ii) All disputes will follow the Farm Practices Conflict Resolution Process as prescribed by the Ministry of Agriculture, Food and Rural Affairs; (b) Application Requirements for a Normal Farm Practice Waiver: (i) A complete Normal Farm Practice Site Alteration Waiver Application must be submitted to the Township using the prescribed form, as amended from time to time; (ii) No application fee is required; however, the Owner shall be responsible for any third-party cost and recoveries if an external review is required as determined by the Designated Official; (iii) A justification report prepared by a qualified person must be submitted demonstrating that the Site Alteration is considered a Normal Farm Practice in accordance with the Ministry of Agriculture, Food and Rural Affairs and to the satisfaction of the Designated Official and demonstrating the need for the proposed volume of Fill being imported to the Site; (iv) Security shall be provided to the Township in a form and amount to be determined in accordance with Schedule “C” to this By-law; 12 (v) Sufficient documentation must be submitted, to the satisfaction of the Designated Official, to demonstrate that the Site Alteration will not cause an Adverse Effect; (vi) Where the Site Alteration will involve the importation of Fill from off-site, documentation is to be provided to the Township to the satisfaction of the Designated Official including but not limited to: i. The volume of Fill being imported from off-site in cubic metres; ii. Documentation that the Fill complies with the parameters as set out in Section 3.8 of this By-law; iii. Documentation pertaining to the collection and laboratory analysis of samples of the Fill; iv. Documentation setting out the evaluation of the Fill sample results; v. Quality Control/Quality Assurance Program; and vi. Source Site confirmation; vii. Documentation demonstrating that the proposed Site Alteration meets the definition of Beneficial Purpose; (vii) A Control Plan must be completed per Schedule B, or aspects of the Control Plan as determined by the Designated Official; (viii) All required permits or approvals by any external agency having jurisdiction are required in order for a Normal Farm Practice Site Alteration Waiver to be issued, including but not limited to the Conservation Authority, Wellington Source Water Protection, and the County of Wellington; (ix) Submission of an approved haul route including road maintenance obligations, in accordance with the Township Road Activity By-law for the importation of Fill to or the removal of Fill from the Property; (x) Submission of an approved schedule and timing of the Site Alteration activities such that no activities occur, at a minimum: i. Between the hours of 7:00 p.m. and 7:00 a.m.; ii. During any period in which a wind warning has been issued by Environment Canada; iii. During any weather conditions where the ability to mitigate Site Alteration activity impacts is severely compromised (e.g., heavy rain, etc.); and iv. During any situation where Site Alteration activities can unduly impact adjacent landowners (e.g., brush fires, floods, unsuitable road conditions, etc.); (c) Approval/Refusal Process for a Normal Farm Practice Waiver: (i) All Normal Farm Practice Site Alteration Waiver applications are subject to a staff review and comment period. Conditions not described in this By-law may form part of the Waiver; (ii) The Normal Farm Practice Site Alteration Waiver shall be provided to the Owner by the Township’s Designated Official in writing and posted on the Township website; (iii) All Normal Farm Practice Waivers are subject to a staff review and comment period, which may form part of the Site Alteration Agreement and may include conditions not described in this By-law.",Yes,A By-law to prohibit and regulate the alteration of property and movement of fill within the Township of Puslinch,332,Yes,No,A By-law to prohibit and regulate the alteration of property and movement of fill within the Township of Puslinch,"Exemptions in this By-law: The removal of Topsoil as an incidental part of a normal Agricultural practice including such removal as an incidental part of sod-farming, greenhouse operations and nurseries for horticultural products except for the removal of Topsoil for sale, exchange, or other disposition"
333,Quinte West,Single Tier,Hastings,http://www.quintewest.ca/,2327,BY-LAW N0. 08-30,https://quintewest.ca/wp-content/uploads/2021/02/Bylaw-08-30-Site-Alteration-By-law.pdf,2008-05-03,,COMPLETE,"NAP acknowledged.. Normal Agricultural Practice defined: sod, greenhouse, nurseries.",Yes,"TO CONTROL THE DUMPING OF FILL, REMOVAL OF TOPSOIL AND ALTERATION OF GRADES.",333,Yes,No,"TO CONTROL THE DUMPING OF FILL, REMOVAL OF TOPSOIL AND ALTERATION OF GRADES.",
334,Rainy River,Single Tier,Rainy River,http://www.rainyriver.ca/,2334,,,,,NO BY-LAW IN PLACE,,,,334,,,,
335,Ramara,Lower Tier,Simcoe,http://www.ramara.ca/,2341,BYLAW NUMBER 2O18,https://www.ramara.ca/en/business-and-development/resources/Documents/Fill-Bylaw.pdf,2018-10-09,,COMPLETE,NAP acknowledged.,No,TO PROHIBIT OR REGULATE THE PLACING OR DUMPING OF FILL.,335,No,No,TO PROHIBIT OR REGULATE THE PLACING OR DUMPING OF FILL.,
336,Red Lake,Single Tier,Kenora,http://www.red-lake.com/,2348,,,,,COMPLETE,,,,336,,,,
337,Red Rock,Single Tier,Thunder Bay,http://www.redrocktownship.com/,2355,,,,,COMPLETE,,,,337,,,,
338,"Renfrew, Co",Upper Tier,Renfrew,http://www.countyofrenfrew.on.ca/,2362,,,,,NO BY-LAW IN PLACE,,,,338,,,,
339,"Renfrew, T",Lower Tier,Renfrew,http://www.renfrewontario.com/,2369,,,,,COMPLETE,,,,339,,,,
340,Richmond Hill,Lower Tier,York,http://www.richmondhill.ca/,2376,Chapter 967 / By-law 47-25,https://www.richmondhill.ca,2025-05-14,,COMPLETE,Replaced By-law 166-07. Ag topsoil removal exempt.,Yes,n/a,340,Yes,No,n/a,
341,Rideau Lakes,Lower Tier,Leeds and Grenville,http://www.twprideaulakes.on.ca/,2383,,,,,COMPLETE,,,,341,,,,
342,Russell,Lower Tier,Prescott and Russell,http://www.russell.ca/,2390,,,,,COMPLETE,,,,342,,,,
343,Ryerson,Single Tier,Parry Sound,http://www.ryersontownship.ca/,2397,BY-LAW NO. 11-12,https://www.ryersontownship.ca/content/town-hall/bylaws/fill-by-law-11-12.pdf,2012-04-03,,NO BY-LAW IN PLACE,,No,TO PERMANENTLY REGULATE THE PLACEMENT OF FILL.,343,No,NOT KNOWN,TO PERMANENTLY REGULATE THE PLACEMENT OF FILL.,
344,Sables-Spanish Rivers,Single Tier,Sudbury,http://www.sables-spanish.ca/,2404,,,,,COMPLETE,,,,344,,,,
345,Sarnia,Lower Tier,Lambton,http://www.sarnia.ca/,2411,,,,,COMPLETE,,,,345,,,,
346,Saugeen Shores,Lower Tier,Bruce,http://www.saugeenshores.ca/,2418,,,,,COMPLETE,,,,346,,,,
347,Sault Ste Marie,Single Tier,Algoma,https://saultstemarie.ca/Government/City-Departments/Legal/City-By-laws.aspx?ext=.,2425,,,,,COMPLETE,,,,347,,,,
348,Schreiber,Single Tier,Thunder Bay,http://www.schreiber.ca/,2432,,,,,COMPLETE,,,,348,,,,
349,Scugog,Lower Tier,Durham,http://www.township.scugog.on.ca/,2439,BY-LAW NUMBER 62-15,https://www.scugog.ca/media/5xrd1lh0/62-15-site-alteration-by-law-consolidation.pdf,2015-11-02,,COMPLETE,"NAP acknowledged. Section 4 - Requirements for Issuance of an Agricultural Permit 4.02 An owner applying for a permit under this By-law shall provide the following, as specified by the Director: (a) a completed application form including an active Farm Registration Number from Farm Registration and Farms Organization Funding Act (""FRFOFA""), and are in good standing under the FRFOFA; 5.09 (f) any possible effects of the large site alteration on existing agricultural resources; Confirm with Janice, many mentions of agriculture.. NFP per FFPPA. ≤500m³/yr, ≤20cm landform change.",Yes,"TO PROHIBIT OR REGULATE THE REMOVAL OF TOPSOIL, THE PLACING OR DUMPING OF FILL AND THE ALTERATION OF THE GRADE OF LAND.",349,Yes,No,"TO PROHIBIT OR REGULATE THE REMOVAL OF TOPSOIL, THE PLACING OR DUMPING OF FILL AND THE ALTERATION OF THE GRADE OF LAND.",
350,Seguin,Single Tier,Parry Sound,http://www.twp.seguin.on.ca/,2446,BY-LAW No. 2008-105,https://www.seguin.ca/en/township-services/resources/BL_By-law_Enforcement/BL-Bylaw2008105Fill.PDF,2008-08-05,,COMPLETE,,No,,350,No,No,,
351,Selwyn,Lower Tier,Peterborough,http://www.selwyntownship.ca/en/index.asp,2453,,,,,COMPLETE,,,,351,,,,
352,Severn,Lower Tier,Simcoe,http://www.townshipofsevern.com/,2460,,,,,COMPLETE,,,,352,,,,
353,Shelburne,Lower Tier,Dufferin,http://www.townofshelburne.on.ca/,2467,,,,,COMPLETE,,,,353,,,,
354,Shuniah,Single Tier,Thunder Bay,http://www.shuniah.org/,2474,,,,,COMPLETE,,,,354,,,,
355,Simcoe,Upper Tier,Simcoe,http://www.simcoe.ca/,2481,,,,,NO BY-LAW IN PLACE,,,,355,,,,
356,Sioux Lookout,Single Tier,Kenora,http://www.siouxlookout.ca/,2488,,,,,COMPLETE,,,,356,,,,
357,Sioux Narrows-Nestor Falls,Single Tier,Kenora,http://www.siouxnarrows-nestorfalls.ca/,2495,,,,,NO BY-LAW IN PLACE,,,,357,,,,
358,Smiths Falls,Single Tier,Lanark,http://www.smithsfalls.ca/,2502,,,,,COMPLETE,,,,358,,,,
359,Smooth Rock Falls,Single Tier,Cochrane,http://www.townofsmoothrockfalls.ca/,2509,,,,,COMPLETE,,,,359,,,,
360,South Algonquin,Single Tier,Nipissing,http://www.township.southalgonquin.on.ca/,2516,,,,,COMPLETE,,,,360,,,,
362,South Bruce,Lower Tier,Bruce,http://www.town.southbruce.on.ca/,2530,,,,,COMPLETE,,,,362,,,,
363,South Dundas,Lower Tier,"Stormont, Dundas and Glengarry",http://www.southdundas.com/,2537,,,,,NO BY-LAW IN PLACE,,,,363,,,,
364,South Frontenac,Lower Tier,Frontenac,http://www.township.southfrontenac.on.ca/,2544,,,,,COMPLETE - FARM FRIENDLY,,,,364,,,,
365,South Glengarry,Lower Tier,"Stormont, Dundas and Glengarry",http://southglengarry.com/,2551,,,,,COMPLETE,,,,365,,,,
366,South Huron,Lower Tier,Huron,http://www.southhuron.ca/,2558,"South Huron Zoning By-law 69-2018 
MUNICIPALITY OF SOUTH HURON ZONING BY-LAW",https://www.southhuron.ca/en/government/resources/Commonly-Requested-By-Laws/South-Huron-Consolidated-ZBL.pdf,,,COMPLETE,,No,,366,No,No,,"Building includes any structure whether temporary or permanent, used or built for any purpose other than a lawful boundary, wall or fence. Any enclosure, fixed non-retractable awning, bin, bunk or other container, or platform, used upon any land or in conjunction with or connected to any structure for any purpose shall be deemed a building"
367,South River,Single Tier,Parry Sound,http://www.southriverontario.com/,2565,,,,,COMPLETE,,,,367,,,,
368,South Stormont,Lower Tier,"Stormont, Dundas and Glengarry",http://southstormont.ca/,2572,,,,,COMPLETE,,,,368,,,,
371,South-West Oxford,Lower Tier,Oxford,http://www.swox.org/,2593,BY-LAW NO. 25-2005,given by email#http://given by email,2005-07-05,,COMPLETE,,No,to regulate or prohibit the removal of topsoil,371,No,No,to regulate or prohibit the removal of topsoil,
369,Southgate,Lower Tier,Grey,http://www.town.southgate.on.ca/,2579,By-law Number 2017-049,https://www.southgate.ca/en/local-government/resources/documents/By-laws-and-Policies/By-law-Listing/2017-049.pdf,2017-07-19,,COMPLETE,Farm exemption verified.,Yes,"to Regulate the Placement of Fill, Removal of Topsoil and Site Alteration.",369,Yes,No,"to Regulate the Placement of Fill, Removal of Topsoil and Site Alteration.",
370,Southwest Middlesex,Lower Tier,Middlesex,http://www.southwestmiddlesex.ca/,2586,,,,,COMPLETE,,,,370,,,,
372,Southwold,Lower Tier,Elgin,http://www.twp.southwold.on.ca/,2600,2023-27 Site Alteration By-Law,https://www.southwold.ca/en/municipal-office/2023-27-site-alteration-by-law.aspx,2023-04-24,,COMPLETE,NFP acknowledged.. NFP exempt per FFPPA s.1.1.,Yes,,372,Yes,No,,
373,Spanish,Single Tier,Algoma,http://www.townofspanish.com/,2607,,,,,NO BY-LAW IN PLACE,,,,373,,,,
374,Springwater,Lower Tier,Simcoe,http://www.springwater.ca/,2614,By-law 2022- 105,https://www.springwater.ca/en/township-hall/resources/Documents/By-laws/2022-105-Fill-and-Site-Alteration-By-Law---Signed.pdf,2022-12-21,,COMPLETE,"NFP acknowledged.. Normal farm practice topsoil exempt (sod, greenhouse, nurseries).",Yes,to regulate and prohibit the placing or dumping of fill and site alterations,374,Yes,No,to regulate and prohibit the placing or dumping of fill and site alterations,
375,St Catharines,Lower Tier,Niagara,http://www.stcatharines.ca/,2621,,,,,COMPLETE,,,,375,,,,
377,St Clair,Lower Tier,Lambton,http://www.twp.stclair.on.ca/,2635,,,,,COMPLETE,,,,377,,,,
378,St Joseph,Single Tier,Algoma,http://www.stjosephtownship.com/,2642,,,,,COMPLETE,,,,378,,,,
379,St Marys,Single Tier,Perth,http://www.townofstmarys.com/,2649,"BY-LAW 72-2018
Site Alteration By-Law",https://stmarys.civicweb.net/filepro/document/3154/72-2018%20Site%20Alteration.pdf,2018-08-28,,COMPLETE,This Bylaw was very hard to track down - only found it because of correspondance with the clerk - 7/13,Yes,"to prohibit or regulate the removal of topsoil, the placing or dumping of fill, and the alteration of grade of land",379,Yes,No,"to prohibit or regulate the removal of topsoil, the placing or dumping of fill, and the alteration of grade of land","SEE SECTION 4.1 EXCEPTIONS (h) (h) the Removal of Soil as an incidental part of a normal agricultural practice, provided however that this provision shall not exempt from the provisions of this By-law the Removal of Topsoil for sale, exchange or other disposition."
380,St Thomas,Single Tier,Elgin,https://www.stthomas.ca/,2656,BY-LAW NO. 161-2010,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_12189721/File/City%20Hall/Planning%20and%20Building%20Services/Building%20Services/Site%20Alteration%20By-law/Site%20Alteration%20By-law%20161-2010.pdf,2010-11-01,,COMPLETE,NAP (normal agricultural practice) acknowledged.,No,"to prohibit or regulate the removal of topsoil, the placing or dumping of fill, and the alteration of the grade of land.",380,No,No,"to prohibit or regulate the removal of topsoil, the placing or dumping of fill, and the alteration of the grade of land.",
376,St-Charles,Single Tier,Sudbury,http://www.stcharlesontario.ca/,2628,,,,,COMPLETE,,,,376,,,,
381,Stirling-Rawdon,Lower Tier,Hastings,http://www.stirling-rawdon.com/,2663,,,,,NO BY-LAW IN PLACE,,,,381,,,,
382,Stone Mills,Lower Tier,Lennox and Addington,http://www.stonemills.com/,2670,,,,,COMPLETE,,,,382,,,,
383,"Stormont, Dundas and Glengarry",Upper Tier,"Stormont, Dundas and Glengarry",http://www.sdg.on.ca/,2677,,,,,NO BY-LAW IN PLACE,,,,383,,,,
384,Stratford,Single Tier,Perth,https://www.stratford.ca/en/index.aspx,2684,By-Law No. 102-2022,given by email#http://given by email,2022-08-08,,COMPLETE,NFP exempt,No,,384,No,No,,"to prohibit and regulate the placing or dumping of fill, removal of topsoil and the alteration of the grade of land"
385,Strathroy-Caradoc,Lower Tier,Middlesex,https://www.strathroy-caradoc.ca/en/index.aspx,2691,"BYLAW NO. 07-22
Site Alteration By-Law",https://www.strathroy-caradoc.ca/en/city-hall/resources/BYLAWS/07-22-Site-Alteration-By-law.pdf,2022-01-17,,COMPLETE,,Yes,"BEING A BY-LAW TO PROHIBIT AND REGULATE THE PLACING OR DUMPING OF FILL, REMOVAL OF TOPSOIL, AND THE ALTERATION OF THE GRADE OF LAND IN THE MUNICIPALITY OF STRATHROY-CARADOC",385,Yes,Yes,"BEING A BY-LAW TO PROHIBIT AND REGULATE THE PLACING OR DUMPING OF FILL, REMOVAL OF TOPSOIL, AND THE ALTERATION OF THE GRADE OF LAND IN THE MUNICIPALITY OF STRATHROY-CARADOC","c) Normal farm practices as defined in section 1.1 of the Farming and Food Production Protection Act, 1998, S.O. 1998, c. 1, as amended or replaced."
386,Strong,Single Tier,Parry Sound,http://www.strongtownship.com/,2698,,,,,COMPLETE,,,,386,,,,
387,Sundridge,Single Tier,Parry Sound,http://www.sundridge.ca/,2705,,,,,COMPLETE,,,,387,,,,
388,Tarbutt,Single Tier,Algoma,http://www.tarbutttownship.com/,2712,24-2016,https://tarbutt.ca/wp-content/uploads/2023/11/24-2016-Topsoil-Removal.pdf,2016-12-14,,COMPLETE - FARM FRIENDLY,,No,,388,No,,,
390,Tay,Lower Tier,Simcoe,http://www.tay.ca/,2726,BY-LAW NO. 98-43,https://www.tay.ca/media/m1afc4u2/dumping-fill-by-law.pdf,2012-06-13,,COMPLETE,,No,to prohibit or regulate the placing or Dumping of Fill.,390,No,No,to prohibit or regulate the placing or Dumping of Fill.,
389,Tay Valley,Lower Tier,Lanark,http://www.tayvalleytwp.ca/,2719,,,,,COMPLETE,,,,389,,,,
391,Tecumseh,Lower Tier,Essex,http://www.tecumseh.ca/,2733,BY-LAW 2004-29,https://www.tecumseh.ca/en/town-hall/resources/Documents/BYLAW-2004-29-Dumping-and-Grading.pdf,2004-05-18,,COMPLETE,,No,"to provide for the regulation of the placing or dumping of fill, alteration of the grade of, or removal of topsoil.",391,No,Yes,"to provide for the regulation of the placing or dumping of fill, alteration of the grade of, or removal of topsoil.",SECTION 5 - ADDITIONAL AGRICULTURAL ZONE PROVISIONS
392,Tehkummah,Single Tier,Manitoulin,https://tehkummah.ca/,2740,,,,,COMPLETE,,,,392,,,,
393,Temagami,Single Tier,Nipissing,http://www.temagami.ca/,2747,,,,,COMPLETE,,,,393,,,,
394,Temiskaming Shores,Single Tier,Timiskaming,http://www.temiskamingshores.ca/,2754,,,,,COMPLETE - FARM FRIENDLY,,,,394,,,,
395,Terrace Bay,Single Tier,Thunder Bay,http://www.terracebay.ca/,2761,,,,,COMPLETE,,,,395,,,,
396,Thames Centre,Lower Tier,Middlesex,http://www.thamescentre.on.ca/,2768,,,,,COMPLETE,As of 2022,,,396,,,,
397,The Archipelago,Single Tier,Parry Sound,http://www.thearchipelago.on.ca/,2775,Draft,https://archipelago2021.municipalwebsites.ca/ckfinder/connector?command=Proxy&lang=en&type=Files&currentFolder=%2F&hash=c245c263ce0eced480effe66bbede6b4d46c15ae&fileName=Draft%20Site%20Alteration%20By-law%20(Nov%202023).pdf,,,NO BY-LAW IN PLACE,Draft available as of November 2023. NAP acknowledged.,No,"TO PROHIBIT OR REGULATE THE REMOVAL OF TOPSOIL, THE PLACING OR DUMPING OF FILL AND THE ALTERATION OF THE GRADE OF LAND.",397,No,No,"TO PROHIBIT OR REGULATE THE REMOVAL OF TOPSOIL, THE PLACING OR DUMPING OF FILL AND THE ALTERATION OF THE GRADE OF LAND.",
398,The Blue Mountains,Lower Tier,Grey,http://www.thebluemountains.ca/,2782,BY-LAW NO. 2002 – 78,https://www.thebluemountains.ca/sites/default/files/2021-09/Fill-By-law-2002-78-Office-Consolidation.pdf,2002-10-28,,COMPLETE,Cretaed in 2002 but still active as of 2021.,No,"to prohibit or regulate the placing or dumping of fill, and/or the alteration of the grade of land.",398,No,No,"to prohibit or regulate the placing or dumping of fill, and/or the alteration of the grade of land.",
399,The Nation,Lower Tier,Prescott and Russell,http://www.nationmun.ca/,2789,,,,,COMPLETE,,,,399,,,,
400,The North Shore,Single Tier,Algoma,http://www.townshipofthenorthshore.ca/,2796,,,,,COMPLETE,,,,400,,,,
361,The South Bruce Peninsula,Lower Tier,Bruce,http://www.southbrucepeninsula.com/,2523,,,,,COMPLETE,,,,361,,,,
401,Thessalon,Single Tier,Algoma,http://www.thessalon.ca/,2803,,,,,COMPLETE,,,,401,,,,
402,Thornloe,Single Tier,Timiskaming,https://211ontario.ca/service/65314375/thornloe-village-of-administration/,2810,,,,,NO BY-LAW IN PLACE,,,,402,,,,
403,Thorold,Lower Tier,Niagara,http://www.thorold.com/,2817,By-law No. 17-2021,https://www.thorold.ca/en/resourcesGeneral/By-law-No.-17-2021-Site-Alteration.pdf,,,COMPLETE,Signatures and exact date missing. NFP acknowedged.,Yes,"to regulate the removal, placing or dumping of fill.",403,Yes,No,"to regulate the removal, placing or dumping of fill.",PART VI — EXEMPTIONS (m) (ii) carried on by Owners or properties that have an active registration as a “farming business” as defined in the Farm Registration and Farms Organization Funding Act and are in good standing under that statute;
404,Thunder Bay,Single Tier,Thunder Bay,http://www.thunderbay.ca/,2824,BY-LAW NUMBER 135 1997,given by email#http://given by email,1997-06-23,,COMPLETE,,No,none,404,No,No,none,
405,Tillsonburg,Lower Tier,Oxford,http://www.town.tillsonburg.on.ca/,2831,,,,,COMPLETE,,,,405,,,,
