Municipality,County,Extraction Status,Source URL,NEW_bylaw_name,NEW_date_enacted,NEW_progress_label,NEW_has_lgd_definition,NEW_lgd_definition,NEW_has_herding_def,NEW_herding_definition,NEW_exempt_license_fees,NEW_collar_tag_req,NEW_barking_restrictions,NEW_exempt_barking,NEW_dog_limit,NEW_notes,OLD_bylaw_name,OLD_date_enacted,OLD_progress_label,OLD_has_lgd_definition,OLD_lgd_definition,OLD_has_herding_def,OLD_herding_definition,OLD_exempt_license_fees,OLD_collar_tag_req,OLD_barking_restrictions,OLD_exempt_barking,OLD_dog_limit,DB_bylaw_id
Georgian Bluffs,Grey,SUCCESS,,By-law No. 79-2013,,COMPLETE - FARM FRIENDLY,Yes,“Working Dog” shall mean a dog trained to aid in herding or protecting livestock or a dog trained for and used for dog sledding.,No,,No,On payment of the license fee the owner shall be provided with a dog tag bearing a serial number and the year for which the tag is issued for each dog registered and licensed.,Yes,No,"The maximum number of dogs per household, except for Service Dogs, Guide Dogs, Working Dogs or Hunting Dogs, shall be restricted to three (3).",URL: https://www.georgianbluffs.ca/media/c1efh0ij/animal-control.pdf. Very farm-friendly bylaw. Working dogs (which includes protecting and herding livestock) are specifically exempted from the 3-dog limit per household and are also exempt from 'running at large' provisions while actively working.,By-law No. 79-2013,2013-09-04,COMPLETE - FARM FRIENDLY,Yes,“Working Dog” shall mean a dog trained to aid in herding or protecting livestock or a dog trained for and used for dog sledding.,No,,No,On payment of the license fee the owner shall be provided with a dog tag bearing a serial number and the year for which the tag is issued for each dog registered and licensed.,Yes,No,"The maximum number of dogs per household, except for Service Dogs, Guide Dogs, Working Dogs or Hunting Dogs, shall be restricted to three (3).",970
Goderich,Huron,SUCCESS,,By-Law 63-2017,2017-06-19,COMPLETE,No,,No,,No,Every owner of a dog in the Town of Goderich shall... cause such a dog to be licensed... and keep the dog tag affixed to the dog.,Yes,No,Prohibiting the keeping of more than a total of four pets in a dwelling unit – two being dogs.,URL: https://www.goderich.ca/media/lzho13vl/63-2017-animal-control-by-law-accessible.pdf. Standard urban animal control bylaw with a strict pet limit. No farm dog or LGD provisions.,By-Law 63-2017,2017-06-19,COMPLETE,No,,No,,No,Every owner of a dog in the Town of Goderich shall... cause such a dog to be licensed... and keep the dog tag affixed to the dog.,Yes,No,Prohibiting the keeping of more than a total of four pets in a dwelling unit – two being dogs.,991
Erin,Wellington,SUCCESS,,By-law #15-57,,NO BY-LAW IN PLACE,N/A,,N/A,,N/A,N/A,N/A,N/A,N/A,"BYLAW NOT FOUND. The Town of Erin has an active 'Dog Control and Kennel By-law' (By-law 15-57), but the full text of the document is not publicly accessible online to extract the specific definitions or LGD provisions.",By-law #15-57,2015-12-15,NO BY-LAW IN PLACE,No,,No,,No,Yes,Yes,No,none,851
Gore Bay,Manitoulin,SUCCESS,,Control and Licensing of Dogs By-Law,,COMPLETE,No,,No,,No,"Upon payment of the applicable license fee, the owner shall be furnished with a dog tag bearing a serial number.",Yes,No,No dog owner shall possess any more than 3 dogs at one time in a single dwelling unit. Dog kennels are prohibited entirely.,"URL: https://www.gorebay.ca/media/fxvpgp2u/control-and-licensing-of-dogs-by-law.pdf. Standard animal control bylaw. Service dogs are expressly exempt from the licensing fee, but no exemptions exist for working or farm dogs.",Control and Licensing of Dogs By-Law,2020-01-13,COMPLETE,No,,No,,No,"Upon payment of the applicable license fee, the owner shall be furnished with a dog tag bearing a serial number.",Yes,No,No dog owner shall possess any more than 3 dogs at one time in a single dwelling unit. Dog kennels are prohibited entirely.,1005
Greater Madawaska,Renfrew,SUCCESS,,By-Law Number 9-2008,,COMPLETE - FARM FRIENDLY,No,,No,,No,Every owner or harbourer of a Dog shall obtain a tag and keep it securely fixed on his Dog.,Yes,No,"No person shall own, keep or harbour more than three (3) dogs per location. However, an amendment (By-Law 28-2018) specifies that more than three (3) dogs per location may be kept on land outside of a Built-up Area.","URL: https://www.greatermadawaska.com/media/wkkpanrb/28-2018-to-amend-animal-control-by-law.pdf. While it lacks explicit LGD definitions, the by-law is very rural-friendly by exempting non-built-up areas (rural/agricultural properties) from the 3-dog limit.",By-Law Number 9-2008,2008-04-17,COMPLETE - FARM FRIENDLY,No,,No,,No,Every owner or harbourer of a Dog shall obtain a tag and keep it securely fixed on his Dog.,Yes,No,"No person shall own, keep or harbour more than three (3) dogs per location. However, an amendment (By-Law 28-2018) specifies that more than three (3) dogs per location may be kept on land outside of a Built-up Area.",1026
Haldimand,Haldimand,SUCCESS,,By-law 1396/13,2013-09-23,COMPLETE,No,,No,,No,"Every owner of a dog shall ensure that a lost, damaged or destroyed identification tag is replaced immediately.",Yes,No,"No owner shall keep or permit to be kept more than three (3) dogs in a residential area. On all other premises, no owner shall keep more than five (5) dogs.","URL: https://www.haldimandcounty.ca/government-administration/by-laws-and-policies/by-law-directory/animal-control-by-law/. Dog limits are increased to 5 for non-residential properties (which includes agricultural), offering some flexibility for farms.",By-law 1396/13,2013-09-23,COMPLETE,No,,No,,No,"Every owner of a dog shall ensure that a lost, damaged or destroyed identification tag is replaced immediately.",Yes,No,"No owner shall keep or permit to be kept more than three (3) dogs in a residential area. On all other premises, no owner shall keep more than five (5) dogs.",1089
Hawkesbury,Prescott and Russell,SUCCESS,,By-law N° 36-2020,,COMPLETE,No,,No,,No,"No person shall board a dog that does not have a current valid licence, registration or tag from the Town or from another municipality.",Yes,No,"No person shall keep, either on a temporary or permanent basis, more than four (4) domestic animals with a maximum of two (2) dogs in any residential dwelling unit.",URL: https://www.hawkesbury.ca/uploads/documents/R%C3%A9glements-municipaux/BY-LAW-N%C2%B0-36-2020-CONSOLIDATED-2024-Animal-Control.pdf. Standard urban animal control bylaw with a strict limit of 2 dogs per residential dwelling unit. No LGD or farm dog exemptions found.,By-law N° 36-2020,2020-06-29,COMPLETE,No,,No,,No,"No person shall board a dog that does not have a current valid licence, registration or tag from the Town or from another municipality.",Yes,No,"No person shall keep, either on a temporary or permanent basis, more than four (4) domestic animals with a maximum of two (2) dogs in any residential dwelling unit.",1173
"Hamilton, C",Hamilton,SUCCESS,,By-law No. 12-031,2012-02-08,COMPLETE - FARM FRIENDLY,No,,No,,No,All dog owners must obtain an annual dog license before the dog is three months old and the license tag must be attached to the dog's collar.,Yes,Yes,A maximum of 4 domestic animals per household in urban areas.,"URL: https://www.hamilton.ca/sites/default/files/2022-07/12-031-officeconsolidation-jun16-22.pdf. The Responsible Animal Ownership By-Law regulates pets in Hamilton. Although there are no specific definitions for LGDs, Section 7.12 regulates unreasonable animal noise (barking) but explicitly states: 'This section does not apply to noise from an animal on a farm.' (As amended by By-law 18-008).",By-law No. 12-031,2012-02-08,COMPLETE - FARM FRIENDLY,No,,No,,No,All dog owners must obtain an annual dog license before the dog is three months old and the license tag must be attached to the dog's collar.,Yes,Yes,A maximum of 4 domestic animals per household in urban areas.,1117
Highlands East,Haliburton,SUCCESS,,,,NO BY-LAW IN PLACE,No,,No,,N/A,,N/A,N/A,,"BYLAW NOT FOUND. By-Law No. 2020-45 is referenced on the municipality's website (e.g., for off-leash parks), but the full document PDF could not be located or accessed online for review. URL: https://www.highlandseast.ca",BY-LAW NO. 2005-55,2005-10-25,NO BY-LAW IN PLACE,No,,No,,No,Yes,Yes,No,5,1194
Horton,Renfrew,SUCCESS,,ANIMAL CONTROL BY-LAW NO. 2014-34,2014-06-02,COMPLETE,No,,No,,No,"Upon payment of the license fee for a dog, the owner shall be furnished with a tag which shall bear the serial number relating to the application, and/or sticker indicating the year in which the tag is valid.",Yes,No,Not specified in the retrieved text.,Standard animal control bylaw with no specific agricultural or working dog exemptions found. Found at: https://www.hortontownship.ca/userfiles/file/cs/1675693648_457103998.pdf,ANIMAL CONTROL BY-LAW NO. 2014-34,2014-06-02,COMPLETE,No,,No,,No,"Upon payment of the license fee for a dog, the owner shall be furnished with a tag which shall bear the serial number relating to the application, and/or sticker indicating the year in which the tag is valid.",Yes,No,Not specified in the retrieved text.,1229
Hilton Beach,Algoma,SUCCESS,,By-Law 2020-08 Animal Control,,NO BY-LAW IN PLACE,No,,No,,N/A,,N/A,N/A,,"BYLAW NOT FOUND. By-Law 2020-08 Animal Control is listed on the municipal website, but the document text is unsearchable and cannot be retrieved online.",By-Law 2020-08 Animal Control,2020-05-13,NO BY-LAW IN PLACE,No,,No,,No,Yes,Yes,No,3,1208
Huron East,Huron,SUCCESS,,Animal Control By-law 077-2022,,COMPLETE - FARM FRIENDLY,Yes,,Yes,,No,All dogs in the Municipality are required to have a dog tag. Each tag is designed to stay with your dog for its entire lifetime.,Yes,No,"No more than two (2) dogs may be harboured in urban areas, and no more than three (3) dogs in rural areas. Exception: A person may harbour more than 3 dogs without a kennel licence if the person keeps livestock on the same premises, the land is zoned agricultural, the dogs are licenced, and the dogs are livestock guardian and/or herding dogs.","Farm friendly! Features an explicit exemption from the general 3-dog limit for livestock guardian dogs and herding dogs on agricultural properties keeping livestock. The full PDF was inaccessible to extract exact quoted definitions, but the rules are detailed on the municipal Animal Services website: https://www.huroneast.com/living-here/animal-services/",Animal Control By-law 077-2022,2022-10-18,COMPLETE - FARM FRIENDLY,Yes,"Definition: 2.17 ""Livestock Guardian Dog"" means a dog that works and/or lives with domestic farm animals (e.g. cattle, sheep, poultry) to protect them by repelling predators and is used exclusively for that purpose. Limit of Animals: 4.4 In a Rural area,",Yes,,No,All dogs in the Municipality are required to have a dog tag. Each tag is designed to stay with your dog for its entire lifetime.,Yes,No,"No more than two (2) dogs may be harboured in urban areas, and no more than three (3) dogs in rural areas. Exception: A person may harbour more than 3 dogs without a kennel licence if the person keeps livestock on the same premises, the land is zoned agricultural, the dogs are licenced, and the dogs are livestock guardian and/or herding dogs.",1257
Howick,Huron,SUCCESS,,Canine Control By-law No. 52-2022,,COMPLETE - FARM FRIENDLY,Yes,"“Livestock Guardian Dog” shall mean a dog that works and/or lives with domestic farm animals (e.g. cattle, sheep, poultry) to protect them while repelling predators and is used exclusively for that purpose;",Yes,“Herding Dog” means a dog that has been trained and is actively being used in a bona fide farming operation for the purposes of controlling livestock on the farm;,No,Every owner of a dog shall obtain a tag within 10 days of taking possession of a dog. Permanent dog tags are issued.,Yes,Yes,"No person shall own, harbour, keep or permit to be kept at any one time, more than three (3) dogs per single property, location, or dwelling, with exceptions for livestock guardian or herding dogs.",Very farm friendly bylaw. It provides specific exemptions for Livestock Guardian Dogs and Herding Dogs from the 3-dog limit and explicitly states that nothing in the bylaw shall apply to restrict Livestock Guardian or Herding Dogs from its duties that are a Normal Farm Practice. Such dogs have a special license fee. URL: https://howick.nyc3.cdn.digitaloceanspaces.com/By-laws/Township-of-Howick-Policies/Canine-Control-By-law.pdf,Canine Control By-law No. 52-2022,,COMPLETE - FARM FRIENDLY,Yes,"“Livestock Guardian Dog” shall mean a dog that works and/or lives with domestic farm animals (e.g. cattle, sheep, poultry) to protect them while repelling predators and is used exclusively for that purpose;",Yes,“Herding Dog” means a dog that has been trained and is actively being used in a bona fide farming operation for the purposes of controlling livestock on the farm;,No,Every owner of a dog shall obtain a tag within 10 days of taking possession of a dog. Permanent dog tags are issued.,Yes,Yes,"No person shall own, harbour, keep or permit to be kept at any one time, more than three (3) dogs per single property, location, or dwelling, with exceptions for livestock guardian or herding dogs.",1236
Ingersoll,Oxford,SUCCESS,,By-Law No. 01-3989,2002-01-01,COMPLETE,No,,No,,Yes,"Effective January 1, 2026, owners are no longer required to purchase a municipal dog tag. Each owner must obtain their own tag with contact information clearly displayed, or purchase a microchip for permanent identification.",Yes,No,No person shall keep more than 3 dogs in any one dwelling unit or on any premises.,Standard animal control bylaw. Barking is restricted under Noise Control By-law 19-5060. Dog tag and license fees are being eliminated entirely in 2026. No specific farm or LGD exemptions. URL: https://www.ingersoll.ca/media/mizn5bs2/january-2026-01-3989-consolidated-dog-by-law.pdf,By-Law No. 01-3989,2002-01-01,COMPLETE,No,,No,,Yes,"Effective January 1, 2026, owners are no longer required to purchase a municipal dog tag. Each owner must obtain their own tag with contact information clearly displayed, or purchase a microchip for permanent identification.",Yes,No,No person shall keep more than 3 dogs in any one dwelling unit or on any premises.,1292
"Killaloe, Hagarty and Richards",Renfrew,SUCCESS,,BY-LAW NUMBER 21-2017,,COMPLETE,No,,No,,No,Every owner or harbourer of a dog shall obtain a tag and keep it securely fixed on his/her dog and shall not affix the tag upon a dog other than the dog for which the said tag was issued.,Yes,No,Not specified in the retrieved text.,"Standard animal control bylaw focused on licensing, restraint, and dangerous dogs. Barking is restricted under the 'Nuisance Animal' clause. No farm or working dog exemptions found. Found at: https://www.killaloe-hagarty-richards.ca/sites/25/files/2025-01/21-2017%20animal%20control%20amending%2007-2011.pdf",BY-LAW NUMBER 21-2017,2011-09-06,COMPLETE,No,,No,,No,Every owner or harbourer of a dog shall obtain a tag and keep it securely fixed on his/her dog and shall not affix the tag upon a dog other than the dog for which the said tag was issued.,Yes,No,Not specified in the retrieved text.,1376
Guelph,Wellington,SUCCESS,,By-law Number (2016)-20122,2016-12-19,COMPLETE,No,,No,,No,"If an Animal Licence in the form of an Animal Tag has been issued to the Keeper of an Animal, the Keeper of the Animal shall keep that Animal Tag securely affixed on the Animal at all times. Exception for hunting dogs actively hunting.",Yes,No,"No strict numerical limit per household, but 4 or more dogs kept for profit/gain is considered a kennel.",Standard urban animal control bylaw. Does not set a household limit on the number of dogs. Noise Control By-law (1998)-15760 prohibits the persistent barking of domestic animals at all times. No farm dog or LGD exemptions noted. URL: https://guelph.ca/wp-content/uploads/animalcontrolbylaw.pdf,By-law Number (2016)-20122,2016-12-19,COMPLETE,No,,No,,No,"If an Animal Licence in the form of an Animal Tag has been issued to the Keeper of an Animal, the Keeper of the Animal shall keep that Animal Tag securely affixed on the Animal at all times. Exception for hunting dogs actively hunting.",Yes,No,"No strict numerical limit per household, but 4 or more dogs kept for profit/gain is considered a kennel.",1075
Kitchener,Waterloo,SUCCESS,,Chapter 421 - Dog - Responsible Ownership,,COMPLETE,No,,No,,No,On payment of the first Kitchener licence fee for a dog the owner shall be furnished with a dog tag... The owner shall keep the tag securely fixed on the dog at all times.,Yes,No,A maximum of three dogs are allowed in a household.,The regulation of dogs is integrated into the Kitchener Municipal Code (Chapter 421 for Responsible Ownership). No agricultural or working dog exemptions were found. URL: https://lf.kitchener.ca/WebLinkExt/DocView.aspx?dbid=0&id=2024521,Chapter 421 - Dog - Responsible Ownership,,COMPLETE,No,,No,,No,On payment of the first Kitchener licence fee for a dog the owner shall be furnished with a dog tag... The owner shall keep the tag securely fixed on the dog at all times.,Yes,No,A maximum of three dogs are allowed in a household.,1425
Kingsville,Essex,SUCCESS,,By-law 103-2003,,COMPLETE,No,,No,,No,A tag shall be supplied by the Town of Kingsville for each dog in respect of which a licence fee is paid hereunder and the owner shall keep the tag securely fixed on the dog at all times.,Yes,No,"No person shall harbour, keep or cause to be kept within the limits of the Town of Kingsville more than three (3) dogs unless a Kennel Licence has been issued by the Municipality.",Consolidated Regulation of Dogs By-law with standard constraints and no farm/working dog exemptions. Moved to a lifetime dog-licensing program in 2024. Noise and barking is regulated under By-law 28-2006. Found at: https://www.kingsville.ca/media/d5ti4sku/103-2003-regulation-of-dogs-by-law-consolidated.pdf,By-law 103-2003,2015-06-08,COMPLETE,No,,No,,No,A tag shall be supplied by the Town of Kingsville for each dog in respect of which a licence fee is paid hereunder and the owner shall keep the tag securely fixed on the dog at all times.,Yes,No,"No person shall harbour, keep or cause to be kept within the limits of the Town of Kingsville more than three (3) dogs unless a Kennel Licence has been issued by the Municipality.",1411
Lake of Bays,Muskoka,SUCCESS,,,,NO BY-LAW IN PLACE,N/A,,N/A,,N/A,,N/A,N/A,,"BYLAW NOT FOUND. The municipal website references an 'Animal Control – The Control and Licensing of Dogs' By-law (By-law 2014-134) which requires a lifetime dog license, but the actual PDF document is not published or accessible online to review for agricultural exemptions.",BY-LAW NUMBER 2014-134,2014-10-14,NO BY-LAW IN PLACE,No,,No,,No,Yes,Yes,No,none,1446
Lanark Highlands,Lanark,SUCCESS,,,,NO BY-LAW IN PLACE,N/A,,N/A,,N/A,,N/A,N/A,,"BYLAW NOT FOUND. By-Law No. 2004-502 ('Regulate the Keeping and Control of Animals') is listed on the municipality's website with a brief summary (detailing a $30 dog tag fee and restrictions against barking and running at large), but the full document is inaccessible online.",https://www.lanarkhighlands.ca/PDF-Flip/index.html,2004-06-22,NO BY-LAW IN PLACE,No,,No,,No,Yes,Yes,No,4,1481
Laird,Algoma,SUCCESS,,By-law Number 2040-25,2025-01-16,COMPLETE,No,,No,,No,"Every owner of a dog shall obtain a license annually and cause the dog to be registered, numbered, described and licensed with the Township as soon as the dog has attained the age of 6 months. Dog tags shall be worn at all times.",Yes,No,"No person shall own, harbour or keep more than 5 dogs unless in a licensed kennel.","A standard animal control bylaw recently adopted in January 2025. It prohibits owners from allowing their dogs to run at large, bark or howl, or cause a nuisance. No specific definitions or exemptions for working or livestock guardian dogs were found, though the municipal newsletter notes that all dog tags are currently issued at no cost for all residents. URL: https://lairdtownship.ca/wp-content/uploads/2025/01/By-law-2040-25-Control-of-Dogs.pdf",By-law Number 2040-25,2025-01-16,COMPLETE,No,,No,,No,"Every owner of a dog shall obtain a license annually and cause the dog to be registered, numbered, described and licensed with the Township as soon as the dog has attained the age of 6 months. Dog tags shall be worn at all times.",Yes,No,"No person shall own, harbour or keep more than 5 dogs unless in a licensed kennel.",1439
Madawaska Valley,Renfrew,SUCCESS,,,,NO BY-LAW IN PLACE,N/A,,N/A,,N/A,,N/A,N/A,,"BYLAW NOT FOUND. An 'Animal Control By-law' is referenced on the municipal website and in the Schedule of Fees (By-law 2025-18), but the full document is not published online for review.",BY-LAW NUMBER 2010-86,2010-11-15,NO BY-LAW IN PLACE,No,,No,,No,Yes,Yes,No,none,1593
Lucan Biddulph,Middlesex,SUCCESS,,BY-LAW NO. 79-2021,,COMPLETE,No,,No,,No,Every owner of a dog shall keep the Dog Tag securely fixed on the dog at all times when the dog is not on the premises of the owner.,Yes,No,"Every person shall ensure that the total number of cats and dogs kept in a dwelling does not exceed five (5) within the Township of Lucan Biddulph, with a maximum of three (3) dogs harboured at any one time in a dwelling unit, with exceptions for a licenced kennel, animal hospital, pound, etc.",Standard animal control by-law. Barking is restricted under Noise By-Law 24-2017. No agricultural or working dog exemptions were found in the text. URL: https://www.lucanbiddulph.on.ca/sites/default/files/2023-05/79-2021%20Animal%20Control%202022.pdf,BY-LAW NO. 79-2021,2020-11-03,COMPLETE,No,,No,,No,Every owner of a dog shall keep the Dog Tag securely fixed on the dog at all times when the dog is not on the premises of the owner.,Yes,No,"Every person shall ensure that the total number of cats and dogs kept in a dwelling does not exceed five (5) within the Township of Lucan Biddulph, with a maximum of three (3) dogs harboured at any one time in a dwelling unit, with exceptions for a licenced kennel, animal hospital, pound, etc.",1565
Malahide,Elgin,SUCCESS,,,,NO BY-LAW IN PLACE,N/A,,N/A,,N/A,,N/A,N/A,,"BYLAW NOT FOUND. By-law No. 05-71 (Regulation, restriction and prohibition of the keeping and running-at-large of dogs) is referenced on their licensing application pages, but the full document is not published online for review.",BY-LAW No. 05-71,2005-12-15,NO BY-LAW IN PLACE,No,,No,,No,Yes,No,N/A,3,1614
Kawartha Lakes,Kawartha Lakes,SUCCESS,,By-Law 2021-072,2021-05-18,COMPLETE - FARM FRIENDLY,Yes,"“Livestock Guardian Dog” means a dog that works and/or lives with domestic farm animals (i.e. cattle, sheep, goats) to protect them while aggressively repelling predators and is used exclusively for that purpose;",No,,Yes,Every owner of a dog that has reached the age of 28 weeks or domestic cat in an urban area shall make application to register the animal with the City for either an annual or lifetime tag within 30 days of acquisition. Every tag that is issued shall be kept securely fixed on the animal at all times when the animal is in a place other than the place of its owner.,Yes,No,Not specified in the retrieved bylaw text.,"Very farm-friendly bylaw. It explicitly defines 'Livestock Guardian Dog' and the City's licensing fee schedule grants Livestock Guardian Dogs a complete fee exemption (free licensing, with proof). It also contains broad definitions to prevent standard animal enclosure rules from impeding on normal farm practices and livestock enclosures. URL: https://pub-kawarthalakes.escribemeetings.com/filestream.ashx?DocumentId=54153",By-Law 2021-072,2021-05-18,COMPLETE - FARM FRIENDLY,Yes,"“Livestock Guardian Dog” means a dog that works and/or lives with domestic farm animals (i.e. cattle, sheep, goats) to protect them while aggressively repelling predators and is used exclusively for that purpose;",No,"“Livestock Guardian Dog” means a dog that works and/or lives with domestic farm animals (i.e. cattle, sheep, goats) to protect them while aggressively repelling predators and is used exclusively for that purpose;",Yes,Every owner of a dog that has reached the age of 28 weeks or domestic cat in an urban area shall make application to register the animal with the City for either an annual or lifetime tag within 30 days of acquisition. Every tag that is issued shall be kept securely fixed on the animal at all times when the animal is in a place other than the place of its owner.,Yes,No,Not specified in the retrieved bylaw text.,1348
Marathon,Thunder Bay,SUCCESS,,By-Law No. 1788,,COMPLETE,No,,No,,No,Annual dog licence required; tag must be worn on the collar.,Yes,No,"Permitted to keep a total of no more than six (6) domestic pets (dogs and cats combined) in a residential dwelling, with a maximum of three (3) dogs over the age of twenty (20) weeks.","Standard animal control bylaw. The definition of 'Animal' casually mentions an animal kept as a 'working animal', but the by-law does not afford specific exemptions or unique definitions for LGDs, herding dogs or farm dogs. Barking is also regulated under Noise By-law 1190. URL: https://www.marathon.ca/media/snsf4srh/1788-regulate-govern-animals-2.pdf",By-Law No. 1788,2013-04-08,COMPLETE,No,,No,,No,Annual dog licence required; tag must be worn on the collar.,Yes,No,"Permitted to keep a total of no more than six (6) domestic pets (dogs and cats combined) in a residential dwelling, with a maximum of three (3) dogs over the age of twenty (20) weeks.",1635
Mapleton,Wellington,SUCCESS,,By-Law Number 2019-034,,COMPLETE - FARM FRIENDLY,Yes,Guardian Dog means a type of pastoral dog bred for the purpose of protecting livestock from predators.,No,,No,The owner shall be required to provide each dog with a collar or harness to which the license tag must be permanently affixed.,Yes,No,"No person or persons shall own, harbour or keep more than three (3) domesticated household dogs on a lot. Because 'Guardian Dogs' are defined separately from 'Domesticated Household Dogs' (which are kept for companionship), the 3-dog limit functionally exempts Guardian Dogs.","Farm friendly! Mapleton's by-law explicitly defines 'Guardian Dog' as a pastoral dog bred for protecting livestock, which separates them from 'Domesticated Household Dogs' and their corresponding limits. URL: https://www.mapleton.ca/media/pnxnffap/2019-034-dog-by-law-canine.pdf",By-Law Number 2019-034,2019-04-09,COMPLETE - FARM FRIENDLY,Yes,Guardian Dog means a type of pastoral dog bred for the purpose of protecting livestock from predators.,No,,No,The owner shall be required to provide each dog with a collar or harness to which the license tag must be permanently affixed.,Yes,No,"No person or persons shall own, harbour or keep more than three (3) domesticated household dogs on a lot. Because 'Guardian Dogs' are defined separately from 'Domesticated Household Dogs' (which are kept for companionship), the 3-dog limit functionally exempts Guardian Dogs.",1628
Markstay-Warren,Sudbury,SUCCESS,,,,NO BY-LAW IN PLACE,N/A,,N/A,,N/A,,N/A,N/A,,"BYLAW NOT FOUND. A new 'Responsible Animal Ownership (RAO) By-law' (By-law 2024-28) was passed in June 2024, but the actual PDF document cannot be retrieved online to verify definitions and exemptions.",,,NO BY-LAW IN PLACE,,,,,,,,,,1649
Mattawa,Nipissing,SUCCESS,,Keeping of Dogs By-law 08-21,null,COMPLETE,No,,No,,No,The owner shall keep the tag securely fixed on the dog at all times until the tag is renewed or replaced.,Yes,No,No owner shall keep more than three (3) dogs in or about any dwelling unit (Per By-Law 17-17).,Standard animal control bylaw with no specific agricultural exemptions for working dogs. URL: https://mattawa.ca/uploads/documents/by-laws/Keeping%20of%20Dogs%20By-law%2008-21.pdf,Keeping of Dogs By-law 08-21,2008-08-25,COMPLETE,No,,No,,No,The owner shall keep the tag securely fixed on the dog at all times until the tag is renewed or replaced.,Yes,No,No owner shall keep more than three (3) dogs in or about any dwelling unit (Per By-Law 17-17).,1670
McGarry,Timiskaming,SUCCESS,,N/A,N/A,NO BY-LAW IN PLACE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BYLAW NOT FOUND. No dog or animal control bylaw available on the municipality's official digital records.,BY-LAW NO. 2021-13,2021-01-12,NO BY-LAW IN PLACE,No,,No,,No,Yes,Yes,No,3,1698
Minden Hills,Haliburton,SUCCESS,,N/A,N/A,NO BY-LAW IN PLACE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"BYLAW NOT FOUND. References to dog services exist on the municipal site, but the full text of the animal control bylaw is not hosted online.",,,NO BY-LAW IN PLACE,No,,No,,No,,Yes,No,,1775
Midland,Simcoe,SUCCESS,,Licensing & Control of Dogs By-law,null,COMPLETE,No,,No,,No,"Upon initial registration, a dog tag with a unique identification number is provided, which serves as proof that the licence has been obtained. Each subsequent year of registration renews the existing dog tag/licence.",N/A,N/A,N/A,"The Town also enforces an Animal Control By-law 2024-36, but dog-specific regulations fall under the Licensing & Control of Dogs By-law. Guide and service dogs are exempt from fees, but no mention of agricultural farm dogs. URL: https://www.midland.ca/media-manager/media-pages/forms-applications/dog-licence-application/",Licensing & Control of Dogs By-law,2009-03-23,COMPLETE,No,,No,,No,"Upon initial registration, a dog tag with a unique identification number is provided, which serves as proof that the licence has been obtained. Each subsequent year of registration renews the existing dog tag/licence.",Yes,No,2,1761
Merrickville-Wolford,Leeds and Grenville,SUCCESS,,By-law 09-2025,null,COMPLETE,No,,No,,No,All dogs within the Village of Merrickville-Wolford are required to have a dog tag and be registered prior to April 30th of each calendar year.,Yes,No,N/A,"By-law includes exemptions for Service Dogs and Law Enforcement Work Dogs (No Charge), but no explicit exemptions for livestock guardian dogs or agricultural farm dogs. URL: https://www.merrickville-wolford.ca/residents/animal-control",By-law 09-2025,2000-08-21,COMPLETE,No,,No,,No,All dogs within the Village of Merrickville-Wolford are required to have a dog tag and be registered prior to April 30th of each calendar year.,Yes,No,"5.1 No person or persons may keep, board or breed more than:- a) in the Merrickville Ward 3 dogs b) in the Wolford Ward 4 dogs",1740
Melancthon,Dufferin,SUCCESS,,BY-LAW NO. 17-2003,null,COMPLETE,No,,No,,No,The Clerk of the Municipality or someone designated by him/her shall provide the owner with a dog tag and the owner shall keep the tag securely fixed on the dog at all times until the tag is renewed or replaced.,Yes,No,No person shall keep anymore than three (3) dogs unless a kennel licence has been obtained from the Municipality.,"Guide dogs are exempt from the definition of a ""Dog"" in the context of the bylaw. No LGD provisions or agricultural exemptions exist for limits or licensing. URL: https://melancthontownship.ca/wp-content/uploads/2017/03/canine.pdf",BY-LAW NO. 17-2003,2003-06-05,COMPLETE,No,,No,,No,The Clerk of the Municipality or someone designated by him/her shall provide the owner with a dog tag and the owner shall keep the tag securely fixed on the dog at all times until the tag is renewed or replaced.,Yes,No,No person shall keep anymore than three (3) dogs unless a kennel licence has been obtained from the Municipality.,1733
Mississippi Mills,Lanark,SUCCESS,,By-law 14-21,null,COMPLETE - FARM FRIENDLY,No,,No,,No,All dogs within the Municipality of Mississippi Mills must be licensed. Dog licenses expire on December 31 of each year.,Yes,No,"Maximum Number of Dogs Allowed: Almonte, Hamlets, Subdivisions = 3; Areas outside of those listed = 6; Hunters = 12.","While it lacks a specific LGD definition, it features a tiered dog limit offering up to 6 dogs for rural properties outside hamlets/subdivisions and up to 12 dogs for Hunters, which is generally favourable to agricultural/working properties compared to strict flat limits. URL: https://www.mississippimills.ca/municipal-services/animal-control-services/",By-law 14-21,2014-05-06,COMPLETE - FARM FRIENDLY,No,"A dog that is specifically trained to work and/or live with domestic farm animals (i.e. cattle, sheep, goats etc) without causing them harm while aggressively repelling predators and is used exclusively for that purpose. In order to qualify the dog owner must hold a valid farm registration number registered with the Municipality.",No,,No,All dogs within the Municipality of Mississippi Mills must be licensed. Dog licenses expire on December 31 of each year.,Yes,No,"Maximum Number of Dogs Allowed: Almonte, Hamlets, Subdivisions = 3; Areas outside of those listed = 6; Hunters = 12.",1796
