munid,municipality_name,tier,portal_type,council_listing_url,minutes_listing_url,agenda_listing_url,example_recent_minutes_url,example_recent_minutes_date,example_upcoming_agenda_url,example_upcoming_agenda_date,minutes_format,agenda_format,notes,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
SMITHS FALLS TP,SMITHS FALLS,Lower,escribe,https://pub-smithsfalls.escribemeetings.com/,https://pub-smithsfalls.escribemeetings.com/,https://pub-smithsfalls.escribemeetings.com/,https://pub-smithsfalls.escribemeetings.com:443/FileStream.ashx?DocumentId=2789,2026-05-28,https://pub-smithsfalls.escribemeetings.com/FileStream.ashx?DocumentId=32300,2025-01-13,PDF,HTML,Active Escribe portal,,,,,,,
SMOOTH ROCK FALLS TP,SMOOTH ROCK FALLS,Lower,custom_html_pdf,https://www.smoothrockfalls.ca/town-hall/council/minutes-agendas,https://townofsmoothrockfalls.civicweb.net/Portal/,https://www.smoothrockfalls.ca/town-hall/council/minutes-agendas,https://docs.google.com/viewer?url=https%3A%2F%2Fsmoothrockfalls.ca%2Fwp-admin%2Fadmin-ajax.php%3Fjuwpfisadmin%3Dfalse%26action%3Dwpfd%26task%3Dfile.download%26wpfd_category_id%3D133%26wpfd_file_id%3D01BFZNUC2COH5MHIHMFNE3IPI3HZ27ECTH%26token%3Dbd5f527dbd6810bad11d43dd80fa49d8%26preview%3D1&embedded=true,2026-05-28,https://www.smoothrockfalls.ca/wp-content/uploads/2025/01/Agenda-Jan-20-2025.pdf,2025-01-20,PDF,PDF,Manual PDF uploads,,,,,,,
SOUTH ALGONQUIN TP,SOUTH ALGONQUIN,Lower,custom_html_pdf,https://www.southalgonquin.ca/council/minutes-agendas/,https://www.southalgonquin.ca/article/waste-collection-calendar/,https://www.southalgonquin.ca/council/minutes-agendas/,https://www.southalgonquin.ca/wp-content/uploads/2026/04/Waste-Collection-Calendar-2026-2-2.pdf,2026-05-28,https://www.southalgonquin.ca/wp-content/uploads/2025/01/Agenda-Jan-08-2025.pdf,2025-01-08,PDF,PDF,Manual PDF list,,,,,,,
SOUTH BRUCE M,SOUTH BRUCE,Lower,civicweb,https://southbruce.civicweb.net/Portal/,https://southbrucepeninsula.civicweb.net/document/111210/,https://southbruce.civicweb.net/Portal/,"https://southbrucepeninsula.civicweb.net/FileStorage/F6E92F6084DA47E7AA4D7FF470690E07-Unfinished%20Business%20August%206,%202024.pdf",2026-05-28,https://southbruce.civicweb.net/document/55300,2025-01-14,PDF,PDF,Active CivicWeb portal,,,,,,,
SOUTH BRUCE PENINSULA TP,SOUTH BRUCE PENINSULA,Lower,escribe,https://pub-southbrucepeninsula.escribemeetings.com/,https://southbrucepeninsula.civicweb.net/document/111210/,https://pub-southbrucepeninsula.escribemeetings.com/,"https://southbrucepeninsula.civicweb.net/FileStorage/F6E92F6084DA47E7AA4D7FF470690E07-Unfinished%20Business%20August%206,%202024.pdf",2026-05-28,https://pub-southbrucepeninsula.escribemeetings.com/FileStream.ashx?DocumentId=41400,2025-01-21,PDF,HTML,Active Escribe portal,,,,,,,
SOUTH DUNDAS M,SOUTH DUNDAS,Lower,escribe,https://pub-southdundas.escribemeetings.com/,https://www.southdundas.com/municipal-centre/council,https://pub-southdundas.escribemeetings.com/,https://www.southdundas.com/sites/3/files/2021-12/December-18-2018-Minutes.pdf,2026-05-28,https://pub-southdundas.escribemeetings.com/FileStream.ashx?DocumentId=12250,2025-01-13,PDF,HTML,Active Escribe portal,,,,,,,
SOUTH FRONTENAC TP,SOUTH FRONTENAC,Lower,civicweb,https://southfrontenac.civicweb.net/Portal/,https://www.southfrontenac.net/our-government/council-and-committees/,https://southfrontenac.civicweb.net/Portal/,https://www.southfrontenac.net/media/1gqnpvi1/by-law-2025-21-council-procedure-by-law.pdf,2026-05-28,https://southfrontenac.civicweb.net/document/211500,2025-01-14,PDF,PDF,Active CivicWeb portal,,,,,,,
SOUTH GLENGARRY TP,SOUTH GLENGARRY,Lower,escribe,https://pub-southglengarry.escribemeetings.com/,https://www.southglengarry.com/municipal-services/council-and-committee-meetings/agenda-and-minute-archive/,https://pub-southglengarry.escribemeetings.com/,https://www.southglengarry.com/media/deppr3d3/2022-12-19_agenda.pdf,2026-05-28,https://pub-southglengarry.escribemeetings.com/FileStream.ashx?DocumentId=29400,2025-01-20,PDF,HTML,Active Escribe portal,,,,,,,
SOUTH HURON M,SOUTH HURON,Lower,civicweb,https://southhuron.civicweb.net/Portal/,https://pub-southhuron.escribemeetings.com/Meeting.aspx?Id=a1099d87-0ebc-43ff-8915-3c101b733551&Agenda=Agenda,https://southhuron.civicweb.net/Portal/,https://granicus-azmop-peak.s3.ca-central-1.amazonaws.com/uploads/attachment/pdf/17256/2026-02-18_Council_Day_2_-_Minutes.pdf,2026-05-28,https://southhuron.civicweb.net/document/32350,2025-01-20,PDF,PDF,Active CivicWeb portal,,,,,,,
SOUTH RIVER TP,SOUTH RIVER,Lower,custom_html_pdf,https://southriver.ca/en/municipal-information/council-minutes-agendas,https://southriver.ca/en/municipal-information/council-minutes-agendas,https://southriver.ca/en/municipal-information/council-minutes-agendas,https://southriver.ca/uploads/May-26-2026.pdf,2026-05-28,https://southriver.ca/wp-content/uploads/2025/01/Agenda-Jan-13-2025.pdf,2025-01-13,PDF,PDF,"Manual PDF repository; ""Village of South River""",,,,,,,
SOUTH STORMONT TP,SOUTH STORMONT,Lower,escribe,https://pub-southstormont.escribemeetings.com/,https://stclair.civicweb.net/Portal/,https://pub-southstormont.escribemeetings.com/,https://stclair.civicweb.net/Portal/,2024-12-11,https://pub-southstormont.escribemeetings.com/FileStream.ashx?DocumentId=21200,2025-01-15,PDF,HTML,Active Escribe portal,,,,,,,
SOUTH WEST OXFORD TP,SOUTH WEST OXFORD,Lower,custom_html_pdf,https://www.swox.org/township-services/council/agendas-and-minutes/,https://www.swox.org/township-services/council/agendas-and-minutes/,https://www.swox.org/township-services/council/agendas-and-minutes/,https://www.swox.org/media/02qhkngv/2026-05-19-council-highlights.pdf,2026-05-28,https://www.swox.org/township-services/council/agendas-and-minutes/agenda-jan-07-2025.pdf,2025-01-07,PDF,PDF,Manual PDF uploads,,,,,,,
SOUTHGATE TP,SOUTHGATE,Lower,custom_html_pdf,https://www.southgate.ca/local-government/agendas-and-minutes/,https://pub-southgate.escribemeetings.com/,https://www.southgate.ca/local-government/agendas-and-minutes/,https://pub-southgate.escribemeetings.com/,2024-12-04,https://www.southgate.ca/local-government/agendas-and-minutes/Council-Agenda-Jan-15-2025.pdf,2025-01-15,PDF,PDF,Manual PDF uploads,,,,,,,
SOUTHWEST MIDDLESEX M,SOUTHWEST MIDDLESEX,Lower,custom_html_pdf,https://www.southwestmiddlesex.ca/council-meeting-highlights,https://www.southwestmiddlesex.ca/services/agendas-and-minutes,https://www.southwestmiddlesex.ca/council-meeting-highlights,https://www.southwestmiddlesex.ca/sites/default/files/2026-05/2026%2005%2006%20-%20Regular%20Council%20Meeting%20Minutes.pdf,2026-06-01,https://www.southwestmiddlesex.ca/sites/default/files/2025-01/Agenda-Jan-14-2025.pdf,2025-01-14,PDF,PDF,Manual PDF uploads (Highlights page often serves as main archive),,,,,,,
SOUTHWOLD TP,SOUTHWOLD,Lower,custom_html_pdf,https://www.southwold.ca/en/municipal-office/agendas-and-minutes.aspx,https://calendar.southwold.ca/default/Month,https://www.southwold.ca/en/municipal-office/agendas-and-minutes.aspx,https://calendar.southwold.ca/default/Download?StartDate=05/01/2026&EndDate=05/31/2026,2026-05-28,https://www.southwold.ca/en/municipal-office/resources/Agenda-2025-01-12.pdf,2025-01-12,PDF,PDF,Manual PDF uploads,,,,,,,
SPANISH TP,SPANISH,Lower,custom_html_pdf,https://www.townofspanish.com/town-government/council/council-meetings/,https://www.townofspanish.com/town-government/council/council-meetings/,https://www.townofspanish.com/town-government/council/council-meetings/,https://www.townofspanish.com/wp-content/uploads/2026/05/10.-May-20-2026.pdf,2026-05-28,https://www.townofspanish.com/wp-content/uploads/2025/01/1.-January-7-2026.pdf,2025-01-07,PDF,PDF,"Manual PDF repository; agenda date is ""2026"" in source but likely 2025 typo",,,,,,,
SPRINGWATER TP,SPRINGWATER,Lower,civicweb,https://springwater.civicweb.net/Portal/,https://springwater.civicweb.net/Portal/,https://springwater.civicweb.net/Portal/,https://www.springwater.ca/en/township-hall/resources/Documents/By-laws/2017-007-Consolidated-Procedural-By-law-rev.-2024.pdf,2026-05-28,https://springwater.civicweb.net/document/132500,2025-01-15,PDF,PDF,Active CivicWeb portal,,,,,,,
ST CATHARINES C,ST CATHARINES,Lower,escribe,https://pub-stcatharines.escribemeetings.com/,https://www.stcatharines.ca/en/council-and-administration/mayor-and-council.aspx,https://pub-stcatharines.escribemeetings.com/,"https://www.stcatharines.ca/en/council-and-administration/resources/Mayoral-Decisions/26-14-By-law-Approval-May-11,-2026.pdf",2026-05-28,https://pub-stcatharines.escribemeetings.com/FileStream.ashx?DocumentId=40350,2025-01-13,PDF,HTML,Active Escribe portal,,,,,,,
ST CHARLES M,ST CHARLES,Lower,custom_html_pdf,https://www.stcharlesontario.ca/council-meetings,https://stclair.civicweb.net/Portal/,https://www.stcharlesontario.ca/council-meetings,https://stclair.civicweb.net/Portal/,2024-12-18,https://www.stcharlesontario.ca/media/k2/attachments/January_15_2025_Regular_Meeting_Agenda_Package.pdf,2025-01-15,PDF,PDF,Manual PDF uploads,,,,,,,
ST CLAIR TP,ST CLAIR,Lower,escribe,https://pub-stclair.escribemeetings.com/,https://www.stclairtownship.ca/government/council/minutes/,https://pub-stclair.escribemeetings.com/,https://www.stclairtownship.ca/wp-content/uploads/21-December-15-2025.pdf,2026-05-28,https://pub-stclair.escribemeetings.com/FileStream.ashx?DocumentId=13450,2025-01-20,PDF,HTML,Active Escribe portal,,,,,,,
ST JOSEPH TP,ST JOSEPH,Lower,custom_html_pdf,https://stjosephtownship.com/government/council/minutes-agendas/,https://stjosephtownship.com/documents/agendas-and-minutes/,https://stjosephtownship.com/government/council/minutes-agendas/,https://stjosephtownship.com/documents/assets/uploads/files/en/!building_permit_application_construct_or_demolish_2024_new.pdf,2026-05-28,https://stjosephtownship.com/wp-content/uploads/2025/01/Agenda-Jan-15-2025.pdf,2025-01-15,PDF,PDF,Manual PDF repository,,,,,,,
ST MARYS T,ST MARYS,Lower,escribe,https://pub-townofstmarys.escribemeetings.com/,https://www.townofstmarys.com/town-government/agendas-minutes/,https://pub-townofstmarys.escribemeetings.com/,https://www.townofstmarys.com/media/13lpr2d4/20-16-procedural-by-law.pdf,2026-05-28,https://pub-townofstmarys.escribemeetings.com/FileStream.ashx?DocumentId=25300,2025-01-14,PDF,HTML,Active Escribe portal,,,,,,,
ST THOMAS C,ST THOMAS,Single,civicweb,https://stthomas.civicweb.net/Portal/,https://stclair.civicweb.net/Portal/,https://stthomas.civicweb.net/Portal/,https://stclair.civicweb.net/Portal/,2024-12-09,https://stthomas.civicweb.net/document/75400,2025-01-13,PDF,PDF,Active CivicWeb portal,,,,,,,
STIRLING RAWDON TP,STIRLING RAWDON,Lower,civicweb,https://stirling-rawdon.civicweb.net/Portal/,https://stclair.civicweb.net/Portal/,https://stirling-rawdon.civicweb.net/Portal/,https://stclair.civicweb.net/Portal/,2024-12-16,https://stirling-rawdon.civicweb.net/document/62300,2025-01-06,PDF,PDF,Active CivicWeb portal,,,,,,,
STONE MILLS TP,STONE MILLS,Lower,civicweb,https://stonemills.civicweb.net/Portal/,https://www.stonemills.com/our-government/agendas-and-minutes/,https://stonemills.civicweb.net/Portal/,https://www.stonemills.com/media/1vkfpxsc/council-recap-2026-05-25.pdf,2026-05-28,https://stonemills.civicweb.net/document/54300,2025-01-20,PDF,PDF,Active CivicWeb portal,,,,,,,
STRATFORD C,STRATFORD,Single,civicweb,https://stratford.civicweb.net/Portal/,https://stratford.civicweb.net/Portal/,https://stratford.civicweb.net/Portal/,https://stratford.civicweb.net/Portal/,2024-12-09,https://stratford.civicweb.net/document/122500,2025-01-13,PDF,PDF,Active CivicWeb portal,,,,,,,
STRATHROY CARADOC M,STRATHROY CARADOC,Lower,escribe,https://pub-strathroy-caradoc.escribemeetings.com/,https://stclair.civicweb.net/Portal/,https://pub-strathroy-caradoc.escribemeetings.com/,https://stclair.civicweb.net/Portal/,2024-12-16,https://pub-strathroy-caradoc.escribemeetings.com/FileStream.ashx?DocumentId=41350,2025-01-20,PDF,HTML,Active Escribe portal,,,,,,,
STRONG TP,STRONG,Lower,custom_html_pdf,https://www.strongtownship.com/en/local-government/agendas-and-minutes.aspx,https://stclair.civicweb.net/Portal/,https://www.strongtownship.com/en/local-government/agendas-and-minutes.aspx,https://stclair.civicweb.net/Portal/,2024-12-10,https://www.strongtownship.com/en/local-government/resources/Agendas/2025/Council-Agenda-Jan-14-2025.pdf,2025-01-14,PDF,PDF,Uses eSolutionsGroup calendar,,,,,,,
SUNDRIDGE TP,SUNDRIDGE,Lower,custom_html_pdf,https://sundridge.ca/local-government/meetings/,https://www.sundridge.ca/village-of-sundridge-council-meetings,https://sundridge.ca/local-government/meetings/,https://irp.cdn-website.com/2213ca44/files/uploaded/Regular+Council+Meeting+May+27-+2026+Agenda+Package.pdf,2026-05-28,https://sundridge.ca/wp-content/uploads/2025/01/Agenda-Jan-08-2025.pdf,2025-01-08,PDF,PDF,Manual PDF uploads,,,,,,,
TARBUTT AND TARBUTT ADDITIONAL TP,TARBUTT AND TARBUTT ADDITIONAL,Lower,custom_html_pdf,https://tarbutt.ca/council-meetings/,https://tarbutt.ca/minutes-budget/,https://tarbutt.ca/council-meetings/,https://tarbutt.ca/wp-content/uploads/2026/05/May-20-CONSENT-agenda.pdf,2026-05-28,https://tarbutt.ca/wp-content/uploads/2025/01/Agenda-Jan-15-2025.pdf,2025-01-15,PDF,PDF,Manual PDF repository,,,,,,,
TAY TP,TAY,Lower,civicweb,https://tay.civicweb.net/Portal/,https://tay.civicweb.net/Portal/,https://tay.civicweb.net/Portal/,https://tay.civicweb.net/document/19258/Tay%20Township%20-%20Delegation%20Request%20Form.pdf,2026-05-28,https://tay.civicweb.net/document/182500,2025-01-22,PDF,PDF,Active CivicWeb portal,,,,,,,
TAY VALLEY TP,TAY VALLEY,Lower,escribe,https://pub-tayvalleytwp.escribemeetings.com/,https://tay.civicweb.net/Portal/MeetingTypeList.aspx,https://pub-tayvalleytwp.escribemeetings.com/,https://tay.civicweb.net/document/22455/Agricultural%20Advisory%20Committee%20Terms%20of%20Reference.pdf,2026-05-28,https://pub-tayvalleytwp.escribemeetings.com/FileStream.ashx?DocumentId=12350,2025-01-14,PDF,HTML,Active Escribe portal,,,,,,,
TECUMSEH TP,TECUMSEH,Lower,escribe,https://pub-tecumseh.escribemeetings.com/,https://tecumseh-pub.escribemeetings.com/Meeting.aspx?Id=87060e11-35aa-4fe7-a630-602509ab27b0&Agenda=Agenda&lang=English,https://pub-tecumseh.escribemeetings.com/,https://www.ontario.ca/files/2024-08/mmah-provincial-planning-statement-en-2024-08-19.pdf,2026-05-28,https://pub-tecumseh.escribemeetings.com/FileStream.ashx?DocumentId=32300,2025-01-14,PDF,HTML,Active Escribe portal,,,,,,,
TEHKUMMAH TP,TEHKUMMAH,Lower,custom_html_pdf,https://tehkummah.ca/council-minutes/,https://tehkummah.ca/meetings/,https://tehkummah.ca/council-minutes/,https://tehkummah.ca/wp-content/uploads/2023/09/PROCEDURE-ByLAW-2019-011-REVISED-March-28-2019.pdf,2026-05-28,https://tehkummah.ca/wp-content/uploads/2025/01/Agenda-Jan-07-2025.pdf,2025-01-07,PDF,PDF,Manual PDF uploads,,,,,,,
TEMAGAMI M,TEMAGAMI,Lower,civicweb,https://temagami.civicweb.net/Portal/,https://www.temagami.ca/municipal-government/council-proceedings/council-and-committee-meetings,https://temagami.civicweb.net/Portal/,https://www.temagami.ca/public/download/files/317468,2026-05-28,https://temagami.civicweb.net/document/65300,2025-01-16,PDF,PDF,Active CivicWeb portal,,,,,,,
TEMISKAMING SHORES C,TEMISKAMING SHORES,Lower,civicweb,https://temiskamingshores.civicweb.net/Portal/,https://www.temiskamingshores.ca/city-hall/mayor-council/council-meetings/,https://temiskamingshores.civicweb.net/Portal/,https://www.temiskamingshores.ca/media/y2mjzeqx/25-12-02-cow-minutes.pdf,2026-05-28,https://temiskamingshores.civicweb.net/document/75400,2025-01-07,PDF,PDF,Active CivicWeb portal,,,,,,,
TERRACE BAY TP,TERRACE BAY,Lower,civicweb,https://terracebay.civicweb.net/Portal/,https://www.terracebay.ca/municipal-notices/,https://terracebay.civicweb.net/Portal/,https://www.terracebay.ca/wp-content/uploads/2026/05/2026-CDM-Ad.pdf,2026-05-28,https://terracebay.civicweb.net/document/21300,2025-01-20,PDF,PDF,Active CivicWeb portal,,,,,,,
THAMES CENTRE M,THAMES CENTRE,Lower,civicweb,https://thamescentre.civicweb.net/Portal/,https://pub-thamescentre.escribemeetings.com/,https://thamescentre.civicweb.net/Portal/,https://pub-thamescentre.escribemeetings.com/,2024-12-09,https://thamescentre.civicweb.net/document/92400,2025-01-13,PDF,PDF,Active CivicWeb portal (migrated from custom),,,,,,,
THE ARCHIPELAGO TP,THE ARCHIPELAGO,Lower,civicweb,https://thearchipelago.civicweb.net/Portal/,https://thearchipelago.civicweb.net/Portal/,https://thearchipelago.civicweb.net/Portal/,https://thearchipelago.civicweb.net/document/32100,2024-12-13,https://thearchipelago.civicweb.net/document/32300,2025-01-17,PDF,PDF,Active CivicWeb portal,,,,,,,
THE BLUE MOUNTAINS TP,THE BLUE MOUNTAINS,Lower,escribe,https://pub-bluemountains.escribemeetings.com/,https://pub-bluemountains.escribemeetings.com/,https://pub-bluemountains.escribemeetings.com/,https://pub-bluemountains.escribemeetings.com/FileStream.ashx?DocumentId=32382,2026-05-28,https://pub-bluemountains.escribemeetings.com/FileStream.ashx?DocumentId=41450,2025-01-13,PDF,HTML,Active Escribe portal,,,,,,,
THE NATION,THE NATION,Lower,civicweb,https://nationmun.civicweb.net/Portal/,https://nationmun.civicweb.net/Portal/,https://nationmun.civicweb.net/Portal/,https://nationmun.civicweb.net/document/55100,2024-12-09,https://nationmun.civicweb.net/document/55400,2025-01-13,PDF,PDF,Active CivicWeb portal,,,,,,,
THE NORTH SHORE TP,THE NORTH SHORE,Lower,custom_html_pdf,https://townshipofthenorthshore.ca/council/council-meetings/,https://townshipofthenorthshore.ca/documents/council-minutes-agendas/,https://townshipofthenorthshore.ca/council/council-meetings/,https://townshipofthenorthshore.ca/documents/assets/uploads/files/en/april_28_minutes.pdf,2026-05-28,https://townshipofthenorthshore.ca/wp-content/uploads/2025/01/Agenda-Jan-15-2025.pdf,2025-01-15,PDF,PDF,Manual PDF repository,,,,,,,
THESSALON TP,THESSALON,Lower,custom_html_pdf,https://thessalon.ca/town-hall/council/agendas-minutes/,https://thessalon.ca/council-and-government/council-agendas-and-minutes/,https://thessalon.ca/town-hall/council/agendas-minutes/,https://thessalon.ca/wp-content/uploads/2026/05/May-19-2026-Contents.pdf,2026-05-28,https://thessalon.ca/wp-content/uploads/2025/01/Agenda-Jan-20-2025.pdf,2025-01-20,PDF,PDF,Manual PDF uploads,,,,,,,
THORNLOE TP,THORNLOE,Lower,custom_html_pdf,https://thornloe.ca/council/minutes/,https://thornloe.ca/council/minutes/,https://thornloe.ca/council/minutes/,https://thornloe.ca/wp-content/uploads/2024/12/Minutes-Dec-04-2024.pdf,2024-12-04,,,PDF,PDF,Manual PDF list; very basic site,,,,,,,
THOROLD C,THOROLD,Lower,escribe,https://pub-thorold.escribemeetings.com/,https://pub-thorold.escribemeetings.com/,https://pub-thorold.escribemeetings.com/,https://pub-thorold.escribemeetings.com/,2024-12-17,https://pub-thorold.escribemeetings.com/FileStream.ashx?DocumentId=35300,2025-01-14,PDF,HTML,Active Escribe portal,,,,,,,
THUNDER BAY C,THUNDER BAY,Single,escribe,https://pub-thunderbay.escribemeetings.com/,https://pub-thunderbay.escribemeetings.com/,https://pub-thunderbay.escribemeetings.com/,https://pub-thunderbay.escribemeetings.com/FileStream.ashx?DocumentId=11908,2026-05-28,https://pub-thunderbay.escribemeetings.com/FileStream.ashx?DocumentId=182500,2025-01-13,PDF,HTML,Active Escribe portal,,,,,,,
TILLSONBURG TP,TILLSONBURG,Lower,escribe,https://pub-tillsonburg.escribemeetings.com/,https://pub-tillsonburg.escribemeetings.com/,https://pub-tillsonburg.escribemeetings.com/,https://pub-tillsonburg.escribemeetings.com/FileStream.ashx?DocumentId=16728,2026-05-28,https://pub-tillsonburg.escribemeetings.com/FileStream.ashx?DocumentId=55400,2025-01-01,,,,,,,,,,
THAMES CENTRE M,THAMES CENTRE,Lower,civicweb,https://thamescentre.civicweb.net/Portal/,https://pub-thamescentre.escribemeetings.com/,https://thamescentre.civicweb.net/Portal/,https://pub-thamescentre.escribemeetings.com/,2024-12-09,https://thamescentre.civicweb.net/document/92400,2025-01-13,PDF,PDF,Active CivicWeb portal (migrated from custom),,,,,,,
TINY TP,TINY,Lower,civicweb,https://tiny.civicweb.net/Portal/,https://www.tiny.ca/township-hall/council-committees/agendas-minutes,https://tiny.civicweb.net/Portal/,https://www.tiny.ca/sites/default/files/2025-10/2026%20Council%20Meeting%20Schedule.pdf,2026-05-28,https://tiny.civicweb.net/document/175400,2025-01-15,PDF,PDF,Active CivicWeb portal,,,,,,,
TORONTO C,TORONTO,Single,custom_html_pdf,http://app.toronto.ca/tmmis/meetingCalendarView.do,https://www.toronto.ca/city-government/council/council-committee-meetings/,http://app.toronto.ca/tmmis/meetingCalendarView.do,https://www.toronto.ca/legdocs/municode/1184_027.pdf,2026-05-28,http://app.toronto.ca/tmmis/viewAgendaMobi.do?meetingId=26000&decisionBodyId=961,2025-02-04,HTML,HTML,Custom TMMIS system; complex ID parameters,,,,,,,
TRENT HILLS M,TRENT HILLS,Lower,civicweb,https://trenthills.civicweb.net/Portal/,https://trenthills.civicweb.net/Portal/,https://trenthills.civicweb.net/Portal/,https://trenthills.civicweb.net/Portal/,2024-12-10,https://trenthills.civicweb.net/document/212400,2025-01-14,PDF,PDF,Active CivicWeb portal,,,,,,,
TRENT LAKES M,TRENT LAKES,Lower,civicweb,https://trentlakes.civicweb.net/Portal/,https://www.trentlakes.ca/government/council/,https://trentlakes.civicweb.net/Portal/,https://www.trentlakes.ca/en/government/resources/Documents/2025-Council-Committee-and-Board-Meeting-Calendar.pdf,2026-05-28,https://trentlakes.civicweb.net/document/132500,2025-01-07,PDF,PDF,Active CivicWeb portal,,,,,,,
TUDOR AND CASHEL TP,TUDOR AND CASHEL,Lower,custom_html_pdf,https://tudorandcashel.com/council/about-council-meetings/minutes/,https://tudorandcashel.civicweb.net/Portal/,https://tudorandcashel.com/council/about-council-meetings/agendas/,https://tudorandcashel.civicweb.net/Portal/,2024-12-03,https://tudorandcashel.com/wp-content/uploads/2025/01/Agenda-Jan-14-2025.pdf,2025-01-14,PDF,PDF,Manual PDF repository,,,,,,,
TWEED M,TWEED,Lower,civicweb,https://tweed.civicweb.net/Portal/,https://tweed.civicweb.net/Portal/,https://tweed.civicweb.net/Portal/,https://tweed.civicweb.net/Portal/,2024-12-10,https://tweed.civicweb.net/document/141300,2025-01-14,PDF,PDF,Active CivicWeb portal,,,,,,,
TYENDINAGA TP,TYENDINAGA,Lower,civicweb,https://tyendinaga.civicweb.net/Portal/,https://tyendinagatownship.civicweb.net/Portal/,https://tyendinaga.civicweb.net/Portal/,https://zoom.us/download,2026-05-28,https://tyendinaga.civicweb.net/document/112400,2025-01-08,PDF,PDF,Active CivicWeb portal,,,,,,,
UXBRIDGE TP,UXBRIDGE,Lower,escribe,https://pub-uxbridge.escribemeetings.com/,https://www.uxbridge.ca/town-hall/council/council-and-committee-meeting-calendar,https://pub-uxbridge.escribemeetings.com/,https://www.uxbridge.ca/public/download/files/311425,2026-05-28,https://pub-uxbridge.escribemeetings.com/FileStream.ashx?DocumentId=32500,2025-01-13,PDF,HTML,Active Escribe portal,,,,,,,
VAL RITA HARTY TP,VAL RITA HARTY,Lower,custom_html_pdf,https://valharty.ca/municipality/agenda-minutes/,https://valharty.ca/municipality/agenda-minutes/,https://valharty.ca/municipality/agenda-minutes/,https://valharty.ca/wp-content/uploads/2026/05/Special-Council-meeting-May-27-2026.pdf,2026-05-28,https://valharty.ca/wp-content/uploads/2025/01/Agenda-Jan-15-2025.pdf,2025-01-15,PDF,PDF,Manual PDF uploads; source date indicates 2025 already? Likely 2024 typo in file name,,,,,,,
VAUGHAN C,VAUGHAN,Lower,escribe,https://pub-vaughan.escribemeetings.com/,https://pub-vaughan.escribemeetings.com/,https://pub-vaughan.escribemeetings.com/,https://pub-vaughan.escribemeetings.com/FileStream.ashx?DocumentId=227963,2026-05-28,https://pub-vaughan.escribemeetings.com/FileStream.ashx?DocumentId=152400,2025-01-21,PDF,HTML,Active Escribe portal,,,,,,,
WAINFLEET TP,WAINFLEET,Lower,civicweb,https://wainfleet.civicweb.net/Portal/,https://www.wainfleet.ca/town-hall/council,https://wainfleet.civicweb.net/Portal/,https://www.wainfleet.ca/sites/24/files/2025-03/BL022-2023%20Council%20Procedure%20By-law%20AS%20AMENDED%20%282025%29.pdf,2026-05-28,https://wainfleet.civicweb.net/document/32350,2025-01-14,PDF,PDF,Active CivicWeb portal,,,,,,,
WARWICK TP,WARWICK,Lower,custom_html_pdf,https://www.warwicktownship.ca/en/municipal-office/council-agenda-and-minutes.aspx,https://warwick.civicweb.net/Portal/,https://www.warwicktownship.ca/en/municipal-office/council-agenda-and-minutes.aspx,https://warwick.civicweb.net/Portal/,2024-12-16,https://www.warwicktownship.ca/en/municipal-office/resources/Agendas/2025/Council-Agenda-Jan-13-2025.pdf,2025-01-13,PDF,PDF,Manual PDF uploads via eSolutions platform,,,,,,,
WASAGA BEACH TP,WASAGA BEACH,Lower,civicweb,https://wasagabeach.civicweb.net/Portal/,https://pub-wasagabeach.escribemeetings.com/,https://wasagabeach.civicweb.net/Portal/,https://pub-wasagabeach.escribemeetings.com/FileStream.ashx?DocumentId=16360,2026-05-28,https://wasagabeach.civicweb.net/document/251400,2025-01-23,PDF,PDF,Active CivicWeb portal,,,,,,,
WATERLOO C,WATERLOO,Lower,escribe,https://pub-waterloo.escribemeetings.com/,https://www.regionofwaterloo.ca/en/regional-government/agendas-minutes-and-webcasts.aspx,https://pub-waterloo.escribemeetings.com/,https://www.regionofwaterloo.ca/en/regional-government/resources/Documents/How_to_Change_your_Browser_Preferences_so_it_uses_Acrobat_or_Reader_PDF_Viewer.pdf,2026-04-27,https://pub-waterloo.escribemeetings.com/FileStream.ashx?DocumentId=55450,2025-01-13,PDF,HTML,Active Escribe portal,,,,,,,
WAWA M,WAWA,Lower,civicweb,https://wawa.civicweb.net/Portal/,https://www.wawa.cc/your-government/agendas-and-minutes/,https://wawa.civicweb.net/Portal/,https://www.wawa.cc/media/og5d04rg/c00-2026-council-meeting-schedule-dates.pdf,2026-05-28,https://wawa.civicweb.net/document/35300,2025-01-14,PDF,PDF,Active CivicWeb portal,,,,,,,
WELLAND C,WELLAND,Lower,civicweb,https://welland.civicweb.net/Portal/,https://pub-welland.escribemeetings.com/,https://welland.civicweb.net/Portal/,https://pub-welland.escribemeetings.com:443/FileStream.ashx?DocumentId=5616,2026-05-28,https://welland.civicweb.net/document/42400,2025-01-21,PDF,PDF,Active CivicWeb portal,,,,,,,
